Epochs	Train Loss	Val Loss	Train Accuracy	Val Accuracy	Train iou	Val iou
1	0.670023	0.495631	0.797122	0.843259	0.179371	0.199909
2	0.349160	0.388981	0.891812	0.879690	0.240043	0.239856
3	0.291364	0.356775	0.908925	0.894391	0.260350	0.254230
4	0.259836	0.312057	0.917634	0.904383	0.270992	0.266767
5	0.237762	0.308534	0.923425	0.909009	0.277653	0.270740
6	0.224803	0.298329	0.926771	0.911239	0.281259	0.274187
7	0.209277	0.287838	0.930931	0.915698	0.284764	0.278624
8	0.198108	0.303292	0.933773	0.916971	0.287672	0.281341
