Epochs	Train Loss	Val Loss	Train Accuracy	Val Accuracy	Train iou	Val iou
1	0.638811	0.549496	0.792328	0.831682	0.413741	0.498478
2	0.422424	0.491016	0.865972	0.846489	0.528523	0.530645
3	0.377749	0.457424	0.877890	0.858096	0.552392	0.544477
4	0.345517	0.440435	0.886550	0.864529	0.571165	0.553576
5	0.318728	0.426836	0.894025	0.867831	0.585937	0.558519
6	0.296158	0.428373	0.900449	0.869392	0.597490	0.562844
7	0.281170	0.430106	0.904854	0.872193	0.603773	0.565426
8	0.270649	0.432593	0.908012	0.870420	0.608944	0.564440
9	0.258473	0.466222	0.911861	0.867413	0.613256	0.560690
10	0.249291	0.471682	0.914490	0.865929	0.618243	0.563633
11	0.237728	0.466599	0.918130	0.868488	0.624869	0.570059
12	0.224859	0.494641	0.922244	0.869914	0.631796	0.574599
13	0.217017	0.532928	0.924527	0.868773	0.636003	0.573412
14	0.214238	0.492494	0.925212	0.872085	0.638064	0.579322
15	0.210336	0.521077	0.926217	0.869950	0.640242	0.568089
16	0.207126	0.493631	0.927341	0.871798	0.643266	0.569677
17	0.200051	0.533653	0.929431	0.872534	0.646922	0.568501
18	0.193395	0.523153	0.931364	0.864679	0.649918	0.554446
19	0.188464	0.561377	0.932886	0.870373	0.653788	0.562306
20	0.185591	0.584753	0.933652	0.873301	0.655604	0.560599
21	0.184768	0.593820	0.933777	0.870181	0.656094	0.551943
22	0.182490	0.615517	0.934366	0.873248	0.657367	0.564054
23	0.184785	0.547510	0.933566	0.875463	0.658213	0.568715
24	0.174738	0.584905	0.936685	0.872350	0.663171	0.572234
25	0.171426	0.572302	0.937675	0.869756	0.665677	0.566535
26	0.169678	0.594095	0.938137	0.870591	0.667128	0.568984
27	0.168342	0.586694	0.938499	0.870293	0.668543	0.566636
28	0.164442	0.593012	0.939623	0.871786	0.671490	0.567479
29	0.162588	0.646292	0.940249	0.866174	0.673366	0.561914
30	0.161062	0.658782	0.940655	0.868495	0.674253	0.565584
