Epochs	Train Loss	Val Loss	Train Accuracy	Val Accuracy	Train iou	Val iou
1	0.841604	0.642074	0.730649	0.805365	0.354697	0.442633
2	0.485654	0.576187	0.848637	0.822933	0.475938	0.473983
3	0.433127	0.548599	0.863814	0.837354	0.511784	0.513983
4	0.399366	0.548257	0.873143	0.842731	0.540752	0.532548
5	0.373378	0.555635	0.880087	0.846121	0.559765	0.535284
6	0.350652	0.532284	0.886120	0.852816	0.575320	0.549164
7	0.331174	0.536400	0.891490	0.853731	0.586716	0.548793
8	0.314387	0.501452	0.896197	0.856783	0.595398	0.557689
9	0.306602	0.491736	0.898223	0.857927	0.600654	0.564355
10	0.286219	0.497594	0.905091	0.860107	0.609966	0.569768
11	0.275789	0.484783	0.908013	0.861839	0.616538	0.576900
12	0.274779	0.504520	0.908392	0.862514	0.618873	0.575684
13	0.264868	0.470845	0.911131	0.864446	0.624058	0.579217
14	0.250514	0.480454	0.915918	0.863236	0.630520	0.570314
15	0.254082	0.444128	0.914558	0.870714	0.630137	0.582498
16	0.242865	0.454745	0.917905	0.873448	0.633713	0.583303
17	0.230133	0.502473	0.921982	0.872530	0.640433	0.573480
18	0.217497	0.498065	0.925903	0.875218	0.647054	0.580974
19	0.210297	0.498426	0.928194	0.876380	0.651164	0.582853
20	0.204974	0.493169	0.929763	0.876210	0.654372	0.593805
21	0.199966	0.499408	0.931324	0.877536	0.657654	0.587560
22	0.199793	0.490132	0.931310	0.876224	0.657319	0.586436
23	0.195295	0.467081	0.932711	0.878765	0.660110	0.594032
24	0.188903	0.510725	0.934832	0.880422	0.663080	0.596437
25	0.185327	0.465130	0.935792	0.880425	0.663694	0.593570
26	0.187484	0.520033	0.934954	0.876779	0.663996	0.587236
27	0.179035	0.509877	0.937576	0.878897	0.669782	0.590923
28	0.172792	0.499062	0.939585	0.880569	0.674191	0.595086
29	0.168769	0.530565	0.940858	0.880988	0.677180	0.594864
30	0.165819	0.537674	0.941726	0.878939	0.678614	0.591022
